src,dst
917,1287
918,1288
919,1289
920,1290
921,1291
922,1292
923,1293
923,1294
924,1295
925,1296
926,1297
927,1298
928,1299
928,1300
929,1301
930,1302
931,1303
932,1304
933,1305
934,1306
935,1307
935,1308
936,1309
936,1310
937,1311
938,1312
939,1313
939,1314
940,1315
941,1316
942,1317
943,1318
944,1319
944,1320
945,1321
946,1322
947,1323
948,1324
949,1325
950,1326
951,1327
952,1328
953,1329
954,1330
954,1331
955,1332
956,1333
957,1334
958,1335
959,1336
959,1337
960,1338
961,1339
962,1340
963,1341
964,1342
965,1343
966,1344
1030,1345
1032,1346
1075,1347
1077,1348
1079,1349
1085,1350
1087,1351
1087,1352
1158,1353
1158,1354
1158,1355
1201,1356
1201,1357
1201,1358
1201,1359
